version,date,title,url
4.0.0,2024-09-26,SEASON 4,https://www.reachthefinals.com/patchnotes/400
4.1.0,2024-10-02,Update 4.1.0,https://www.reachthefinals.com/patchnotes/410
4.2.0,2024-10-09,Update 4.2.0,https://www.reachthefinals.com/patchnotes/420
4.3.0,2024-10-16,Update 4.3.0,https://www.reachthefinals.com/patchnotes/430
4.4.0,2024-10-23,Update 4.4.0,https://www.reachthefinals.com/patchnotes/440
4.5.0,2024-10-30,Update 4.5.0,https://www.reachthefinals.com/patchnotes/450
4.6.0,2024-11-06,Update 4.6.0,https://www.reachthefinals.com/patchnotes/460
4.7.0,2024-11-13,Update 4.7.0,https://www.reachthefinals.com/patchnotes/470
4.8.0,2024-11-20,Update 4.8.0,https://www.reachthefinals.com/patchnotes/480
4.9.0,2024-11-27,Update 4.9.0,https://www.reachthefinals.com/patchnotes/490
4.10.0,2024-12-04,Update 4.10.0,https://www.reachthefinals.com/patchnotes/4100
5.0.0,2024-12-12,SEASON 5,https://www.reachthefinals.com/patchnotes/500
5.1.0,2024-12-18,Update 5.1.0,https://www.reachthefinals.com/patchnotes/510
5.2.0,2024-12-26,Update 5.2.0,https://www.reachthefinals.com/patchnotes/520
5.3.0,2025-01-02,Update 5.3.0,https://www.reachthefinals.com/patchnotes/530
5.4.0,2025-01-09,Update 5.4.0,https://www.reachthefinals.com/patchnotes/540
5.5.0,2025-01-15,Update 5.5.0,https://www.reachthefinals.com/patchnotes/550
5.6.0,2025-01-22,Update 5.6.0,https://www.reachthefinals.com/patchnotes/560
5.7.0,2025-01-29,Update 5.7.0,https://www.reachthefinals.com/patchnotes/570
5.8,2025-02-05,Update 5.8.0,https://www.reachthefinals.com/patchnotes/580
5.9.0,2025-02-12,Update 5.9.0,https://www.reachthefinals.com/patchnotes/590
5.10.0,2025-02-19,Update 5.10.0,https://www.reachthefinals.com/patchnotes/5100
5.11.0,2025-02-26,Store Update 5.11.0,https://www.reachthefinals.com/patchnotes/5110
5.12.0,2025-03-06,Update 5.12.0,https://www.reachthefinals.com/patchnotes/5120
6.0.0,2025-03-20,SEASON 6,https://www.reachthefinals.com/patchnotes/600
6.1.0,2025-03-27,Update 6.1.0,https://www.reachthefinals.com/patchnotes/610
6.2.0,2025-04-02,Update 6.2.0,https://www.reachthefinals.com/patchnotes/620
6.3.0,2025-04-10,Update 6.3.0,https://www.reachthefinals.com/patchnotes/630
6.4.0,2025-04-17,Update 6.4.0,https://www.reachthefinals.com/patchnotes/640
6.5.0,2025-04-24,Update 6.5.0,https://www.reachthefinals.com/patchnotes/650
6.6.0,2025-05-01,Update 6.6.0,https://www.reachthefinals.com/patchnotes/660
6.7.0,2025-05-08,Update 6.7.0,https://www.reachthefinals.com/patchnotes/670
6.8.0,2025-05-15,Update 6.8.0,https://www.reachthefinals.com/patchnotes/680
6.9.0,2025-05-22,Update 6.9.0,https://www.reachthefinals.com/patchnotes/690
6.10.0,2025-05-29,Update 6.10.0,https://www.reachthefinals.com/patchnotes/6100
6.11.0,2025-06-05,Update 6.11.0,https://www.reachthefinals.com/patchnotes/6110
7.0.0,2025-06-12,SEASON 7,https://www.reachthefinals.com/patchnotes/700
7.1.0,2025-06-19,Update 7.1.0,https://www.reachthefinals.com/patchnotes/710
7.2.0,2025-06-26,Update 7.2.0,https://www.reachthefinals.com/patchnotes/720
7.3.0,2025-07-03,Update 7.3.0,https://www.reachthefinals.com/patchnotes/730
7.4.0,2025-07-10,Update 7.4.0,https://www.reachthefinals.com/patchnotes/740
7.5.0,2025-07-17,Update 7.5.0,https://www.reachthefinals.com/patchnotes/750
7.6.0,2025-07-24,Update 7.6.0,https://www.reachthefinals.com/patchnotes/760
7.7.0,2025-07-31,Store Update 7.7.0,https://www.reachthefinals.com/patchnotes/770
7.8.0,2025-08-07,Update 7.8.0,https://www.reachthefinals.com/patchnotes/780
7.9.0,2025-08-14,Update 7.9.0,https://www.reachthefinals.com/patchnotes/790
7.10.0,2025-08-21,Store Update 7.10.0,https://www.reachthefinals.com/patchnotes/7100
7.11.0,2025-08-28,Store Update 7.11.0,https://www.reachthefinals.com/patchnotes/7110
7.12.0,2025-09-04,Store Update 7.12.0,https://www.reachthefinals.com/patchnotes/7120
8.0.0,2025-09-10,SEASON 8,https://www.reachthefinals.com/patchnotes/800
8.1.0,2025-09-18,Update 8.1.0,https://www.reachthefinals.com/patchnotes/810
8.2.0,2025-09-25,Update 8.2.0,https://www.reachthefinals.com/patchnotes/820
8.3.0,2025-10-02,Update 8.3.0,https://www.reachthefinals.com/patchnotes/830
8.4.0,2025-10-09,Update 8.4.0,https://www.reachthefinals.com/patchnotes/840
8.5.0,2025-10-16,Update 8.5.0,https://www.reachthefinals.com/patchnotes/850
8.6.0,2025-10-23,Update 8.6.0,https://www.reachthefinals.com/patchnotes/860
8.7.0,2025-10-30,Store Update 8.7.0,https://www.reachthefinals.com/patchnotes/870
8.8.0,2025-11-06,Update 8.8.0,https://www.reachthefinals.com/patchnotes/880
8.9.0,2025-11-13,Update 8.9.0,https://www.reachthefinals.com/patchnotes/890
8.10.0,2025-11-20,Store Update 8.10.0,https://www.reachthefinals.com/patchnotes/8100
8.11.0,2025-11-27,Update 8.11.0,https://www.reachthefinals.com/patchnotes/8110
8.12.0,2025-12-04,Update 8.12.0,https://www.reachthefinals.com/patchnotes/8120
9.0.0,2025-12-10,SEASON 9 | Dragon Rising,https://www.reachthefinals.com/patchnotes/900
9.1.0,2025-12-18,Update 9.1.0,https://www.reachthefinals.com/patchnotes/910
9.2.0,2025-12-25,Update 9.2.0,https://www.reachthefinals.com/patchnotes/920
9.3.0,2026-01-02,Update 9.3.0,https://www.reachthefinals.com/patchnotes/930
9.4.0,2026-01-08,Update 9.4.0,https://www.reachthefinals.com/patchnotes/940
9.5.0,2026-01-15,Update 9.5.0,https://www.reachthefinals.com/patchnotes/950
9.6.0,2026-01-22,Store Update 9.6.0,https://www.reachthefinals.com/patchnotes/960
9.7.0,2026-01-29,Update 9.7.0,https://www.reachthefinals.com/patchnotes/970
9.7.1,2026-02-02,Hotfix 9.7.1,https://www.reachthefinals.com/patchnotes/971
9.8.0,2026-02-05,Update 9.8.0,https://www.reachthefinals.com/patchnotes/980
9.9.0,2026-02-12,Update 9.9.0,https://www.reachthefinals.com/patchnotes/990
9.10.0,2026-02-19,Store Update 9.10.0,https://www.reachthefinals.com/patchnotes/9100
9.11.0,2026-02-26,Store Update 9.11.0,https://www.reachthefinals.com/patchnotes/9110
9.12.0,2026-03-05,Update 9.12.0,https://www.reachthefinals.com/patchnotes/9120
9.13.0,2026-03-12,Store Update 9.13.0,https://www.reachthefinals.com/patchnotes/9130
9.14.0,2026-03-19,Store Update 9.14.0,https://www.reachthefinals.com/patchnotes/9140
10.0.0,2026-03-26,SEASON 10,https://www.reachthefinals.com/patchnotes/10-00
10.1.0,2026-04-02,Update 10.1.0,https://www.reachthefinals.com/patchnotes/10-10
10.2.0,2026-04-09,Update 10.2.0,https://www.reachthefinals.com/patchnotes/10-20
10.3.0,2026-04-16,Update 10.3.0,https://www.reachthefinals.com/patchnotes/10-30
10.4.0,2026-04-23,Store Update 10.4.0,https://www.reachthefinals.com/patchnotes/10-40
10.5.0,2026-04-30,Store Update 10.5.0,https://www.reachthefinals.com/patchnotes/10-50
10.6.0,2026-05-07,Midseason Update 10.6.0,https://www.reachthefinals.com/patchnotes/10-60
10.7.0,2026-05-14,Store Update 10.7.0,https://www.reachthefinals.com/patchnotes/10-70
10.8.0,2026-05-21,Store Update 10.8.0,https://www.reachthefinals.com/patchnotes/10-80
10.9.0,2026-05-28,Update 10.9.0,https://www.reachthefinals.com/patchnotes/10-90
10.10.0,2026-06-04,Update 10.10.0,https://www.reachthefinals.com/patchnotes/10-100
10.11.0,2026-06-11,Store Update 10.11.0,https://www.reachthefinals.com/patchnotes/10-110
10.12.0,2026-06-18,Update 10.12.0,https://www.reachthefinals.com/patchnotes/10-120
10.13.0,2026-06-25,Store Update 10.13.0,https://www.reachthefinals.com/patchnotes/10-130
10.14.0,2026-07-02,Store Update 10.14.0,https://www.reachthefinals.com/patchnotes/10-140
11.0.0,2026-07-09,Season 11 | Galaxy Masters,https://www.reachthefinals.com/patchnotes/11-00
11.0.1,2026-07-10,Hotfix 11.0.1,https://www.reachthefinals.com/patchnotes/11-01
11.0.2,2026-07-14,Hotfix - Cashout Bots,https://www.reachthefinals.com/patchnotes/11-02
11.1.0,2026-07-16,Store Update 11.1.0,https://www.reachthefinals.com/patchnotes/11-10
11.2.0,2026-07-23,Store Update 11.2.0,https://www.reachthefinals.com/patchnotes/11-20
11.3.0,2026-07-30,Update 11.3.0,https://www.reachthefinals.com/patchnotes/11-30
11.4.0,2026-08-06,Store Update 11.4.0,https://www.reachthefinals.com/patchnotes/11-40
11.4.1,2026-08-07,Hotfix 11.4.1,https://www.reachthefinals.com/patchnotes/11-41
